model,token,total_attr,mean_attr,count
Mistral,kick,2.163970649242401,1.0819853246212006,2
Mistral,know,-0.8459355160593987,-0.4229677580296993,2
Mistral,like,-0.030686646699905396,-0.010228882233301798,3
Mistral,listen,-0.027969807386398315,-0.027969807386398315,1
Mistral,love,-0.7173381745815277,-0.23911272486050925,3
Mistral,lucky,0.9752558171749115,0.9752558171749115,1
Mistral,mafia,0.32739317417144775,0.32739317417144775,1
Mistral,make,-0.006884487345814705,-0.006884487345814705,1
Mistral,man,0.98288694024086,0.49144347012043,2
Mistral,mason,0.029159098863601685,0.029159098863601685,1
Mistral,masturbating,5.865185797214508,5.865185797214508,1
Mistral,mcgee,0.7307529449462891,0.36537647247314453,2
Mistral,member,-0.10516295582056046,-0.10516295582056046,1
Mistral,moment,0.3234919011592865,0.3234919011592865,1
Mistral,moron,3.5914254188537598,3.5914254188537598,1
Mistral,mother,0.35952985286712646,0.35952985286712646,1
Mistral,motherfucker,3.0747005343437195,3.0747005343437195,1
Mistral,motherfuckin,1.8901456892490387,1.8901456892490387,1
Mistral,much,0.3370462656021118,0.3370462656021118,1
Mistral,my,0.6092571318149567,0.15231428295373917,4
Mistral,nice,0.3199978172779083,0.3199978172779083,1
Mistral,nine,-0.3862172067165375,-0.3862172067165375,1
Mistral,no,-0.030196944251656532,-0.015098472125828266,2
Mistral,not,-0.021001264452934265,-0.021001264452934265,1
Mistral,of,0.061715174466371536,0.030857587233185768,2
Mistral,off,0.5333079099655151,0.26665395498275757,2
Mistral,on,-4.08611997961998,-1.36203999320666,3
Mistral,one,-0.3773462176322937,-0.3773462176322937,1
Mistral,or,0.22624942660331726,0.22624942660331726,1
Mistral,out,0.011479482054710388,0.011479482054710388,1
Mistral,outta,-0.026065319776535034,-0.026065319776535034,1
Mistral,owner,-0.0929456353187561,-0.0929456353187561,1
Mistral,partner,0.12566787376999855,0.12566787376999855,1
Mistral,patricio,0.6657521277666092,0.6657521277666092,1
Mistral,penis,15.768929481506348,7.884464740753174,2
Mistral,people,0.1322983056306839,0.1322983056306839,1
Mistral,pleasure,0.3636813759803772,0.3636813759803772,1
Mistral,power,1.7680979073047638,1.7680979073047638,1
Mistral,pussy,5.588164806365967,5.588164806365967,1
Mistral,race,0.08944310992956161,0.08944310992956161,1
Mistral,racist,4.899156093597412,4.899156093597412,1
Mistral,rah,-0.8055359125137329,-0.26851197083791095,3
Mistral,rap,0.6784349083900452,0.6784349083900452,1
Mistral,read,-0.7887102365493774,-0.7887102365493774,1
Mistral,replace,-0.348675400018692,-0.348675400018692,1
Mistral,rub,1.150587558746338,1.150587558746338,1
Mistral,salsa,0.733410682529211,0.733410682529211,1
Mistral,school,0.03565718233585358,0.03565718233585358,1
Mistral,see,-0.24901573359966278,-0.24901573359966278,1
Mistral,seven,-0.993438720703125,-0.993438720703125,1
Mistral,she,0.18077036552131176,0.04519259138032794,4
Mistral,shit,24.826421283185482,4.965284256637096,5
Mistral,shout,0.2151567004621029,0.2151567004621029,1
Mistral,shove,1.1206899881362915,1.1206899881362915,1
Mistral,sic,0.007577553391456604,0.007577553391456604,1
Mistral,slut,4.0714051723480225,4.0714051723480225,1
Mistral,so,0.5614344924688339,0.14035862311720848,4
Mistral,sound,0.0634022057056427,0.0634022057056427,1
Mistral,start,0.7822524309158325,0.7822524309158325,1
Mistral,stupid,2.5605568289756775,2.5605568289756775,1
Mistral,suggest,0.3276425898075104,0.3276425898075104,1
Mistral,take,0.21653618663549423,0.07217872887849808,3
Mistral,than,0.1926424503326416,0.1926424503326416,1
Mistral,that,1.0320470556616783,0.20640941113233566,5
Mistral,the,-0.8876397181302309,-0.08876397181302309,10
Mistral,this,0.7862324416637421,0.39311622083187103,2
Mistral,three,0.11829205602407455,0.11829205602407455,1
Mistral,tit,5.701981097459793,5.701981097459793,1
Mistral,to,0.10868874564766884,0.015526963663952691,7
Mistral,total,1.7942672967910767,1.7942672967910767,1
Mistral,trigger,0.4578172564506531,0.4578172564506531,1
Mistral,trump,0.5731135606765747,0.5731135606765747,1
Mistral,tryna,-0.046618496999144554,-0.046618496999144554,1
Mistral,tweet,1.0179493129253387,0.5089746564626694,2
Mistral,up,0.056943293660879135,0.056943293660879135,1
Mistral,useless,1.6964234411716461,1.6964234411716461,1
Mistral,viral,0.14209376275539398,0.14209376275539398,1
Mistral,wall,0.4063076972961426,0.4063076972961426,1
Mistral,wanna,-0.05954081192612648,-0.05954081192612648,1
Mistral,warn,0.10239546000957489,0.10239546000957489,1
Mistral,well,1.042245775461197,0.5211228877305984,2
Mistral,what,-0.22225135564804077,-0.22225135564804077,1
Mistral,when,-2.278482437133789,-2.278482437133789,1
Mistral,where,-0.02613946795463562,-0.02613946795463562,1
Mistral,will,-0.028961021453142166,-0.028961021453142166,1
Mistral,with,0.10123135894536972,0.10123135894536972,1
Mistral,woman,2.386075019836426,2.386075019836426,1
Mistral,wonder,0.15241819620132446,0.15241819620132446,1
Mistral,you,2.3237878382205963,0.38729797303676605,6
Mistral,your,2.046488344669342,0.6821627815564474,3
Mistral,yourself,0.4253397285938263,0.4253397285938263,1
